timestamp,power_W,under_attack
2025-05-23T23:31:22.640281,1579,1
2025-05-23T23:31:23.670795,1579,1
2025-05-23T23:31:24.716514,1505,1
2025-05-23T23:31:25.745500,1505,1
2025-05-23T23:31:26.777333,1505,1
2025-05-23T23:31:27.807527,1537,1
2025-05-23T23:31:28.839905,1537,1
2025-05-23T23:31:29.869223,1537,1
2025-05-23T23:31:30.912555,1591,1
2025-05-23T23:31:31.959006,1591,1
2025-05-23T23:31:32.987740,1591,1
2025-05-23T23:31:34.033349,1693,1
2025-05-23T23:31:35.064027,1693,1
2025-05-23T23:31:36.092888,1678,1
2025-05-23T23:31:37.135219,1678,1
2025-05-23T23:31:38.178092,1678,1
2025-05-23T23:31:39.230435,1527,1
2025-05-23T23:31:40.259528,1506,1
2025-05-23T23:31:41.303323,1506,1
2025-05-23T23:31:42.333927,1506,1
2025-05-23T23:31:43.362854,1611,1
2025-05-23T23:31:44.394742,1611,1
2025-05-23T23:31:45.430825,1492,1
2025-05-23T23:31:46.459875,1492,1
2025-05-23T23:31:47.488567,1566,1
2025-05-23T23:31:48.549744,1566,1
2025-05-23T23:31:49.579130,1566,1
2025-05-23T23:31:50.622345,1583,1
2025-05-23T23:31:51.650872,1583,1
2025-05-23T23:31:52.685127,1571,1
2025-05-23T23:31:53.714103,1571,1
2025-05-23T23:31:54.742960,1488,1
2025-05-23T23:31:55.772013,1488,1
2025-05-23T23:31:56.800937,1488,1
2025-05-23T23:31:57.846831,1616,1
2025-05-23T23:31:58.890964,1616,1
2025-05-23T23:31:59.922406,1532,1
2025-05-23T23:32:00.964882,1532,1
2025-05-23T23:32:01.993711,1506,1
2025-05-23T23:32:03.022604,1506,1
2025-05-23T23:32:04.055349,1489,1
2025-05-23T23:32:05.083413,1489,1
2025-05-23T23:32:06.113375,1652,1
2025-05-23T23:32:07.149431,1652,1
2025-05-23T23:32:08.181143,1652,1
2025-05-23T23:32:09.210989,1663,1
2025-05-23T23:32:10.259908,1663,1
2025-05-23T23:32:11.289563,1618,1
2025-05-23T23:32:12.332668,1488,1
2025-05-23T23:32:13.361172,1488,1
2025-05-23T23:32:14.390410,1488,1
2025-05-23T23:32:15.420666,1541,1
2025-05-23T23:32:16.457908,1541,1
2025-05-23T23:32:17.492129,1521,1
2025-05-23T23:32:18.521323,1521,1
2025-05-23T23:32:19.575943,1521,1
2025-05-23T23:32:20.604704,1798,1
2025-05-23T23:32:21.651176,1798,1
2025-05-23T23:32:23.600584,1555,0
2025-05-23T23:32:24.629993,1555,0
2025-05-23T23:32:25.668814,1457,0
2025-05-23T23:32:26.698218,1457,0
2025-05-23T23:32:27.745382,1457,0
2025-05-23T23:32:28.774952,1493,0
2025-05-23T23:32:29.815040,1493,0
2025-05-23T23:32:30.849182,1493,0
2025-05-23T23:32:31.891038,1465,0
2025-05-23T23:32:32.921536,1465,0
2025-05-23T23:32:33.952521,1470,0
2025-05-23T23:32:34.981360,1470,0
2025-05-23T23:32:36.011027,1470,0
2025-05-23T23:32:37.040713,1587,0
2025-05-23T23:32:38.077178,1587,0
2025-05-23T23:32:39.105965,1569,0
2025-05-23T23:32:40.138758,1569,0
2025-05-23T23:32:41.181602,1569,0
2025-05-23T23:32:42.212081,1540,0
2025-05-23T23:32:43.256391,1540,0
2025-05-23T23:32:44.287288,1532,0
2025-05-23T23:32:45.322109,1532,0
2025-05-23T23:32:46.351003,1461,0
2025-05-23T23:32:47.393594,1461,0
2025-05-23T23:32:48.424684,1491,0
2025-05-23T23:32:49.453369,1491,0
2025-05-23T23:32:50.500803,1491,0
2025-05-23T23:32:51.530275,1549,0
2025-05-23T23:32:52.573289,1549,0
2025-05-23T23:32:53.602439,1351,0
2025-05-23T23:32:54.631794,1351,0
2025-05-23T23:32:55.665107,1214,0
2025-05-23T23:32:56.693928,1214,0
2025-05-23T23:32:57.725577,1344,0
2025-05-23T23:32:58.765811,1344,0
