timestamp,power_W,under_attack
2025-05-25T12:58:15.240500,2224,1
2025-05-25T12:58:16.292578,2158,1
2025-05-25T12:58:17.321782,2158,1
2025-05-25T12:58:18.360943,2171,1
2025-05-25T12:58:19.392495,2171,1
2025-05-25T12:58:20.422490,2305,1
2025-05-25T12:58:21.463611,2305,1
2025-05-25T12:58:22.517777,2263,1
2025-05-25T12:58:23.559834,2263,1
2025-05-25T12:58:24.592741,2236,1
2025-05-25T12:58:25.623078,2236,1
2025-05-25T12:58:26.757836,2214,1
2025-05-25T12:58:27.818569,2214,1
2025-05-25T12:58:28.860010,2179,1
2025-05-25T12:58:29.909601,2179,1
2025-05-25T12:58:30.940826,2331,1
2025-05-25T12:58:31.970827,2331,1
2025-05-25T12:58:33.001400,2194,1
2025-05-25T12:58:34.034859,2194,1
2025-05-25T12:58:35.064095,2231,1
2025-05-25T12:58:36.103730,2231,1
2025-05-25T12:58:37.153348,2200,1
2025-05-25T12:58:38.218765,2194,1
2025-05-25T12:58:39.249922,2194,1
2025-05-25T12:58:40.327857,2306,1
2025-05-25T12:58:41.360590,2306,1
2025-05-25T12:58:42.408886,2415,1
2025-05-25T12:58:43.445350,2415,1
2025-05-25T12:58:44.474682,2360,1
2025-05-25T12:58:45.553792,2360,1
2025-05-25T12:58:46.603455,2387,1
2025-05-25T12:58:47.632802,2387,1
2025-05-25T12:58:48.693844,2288,1
2025-05-25T12:58:49.723805,2288,1
2025-05-25T12:58:50.754515,2446,1
2025-05-25T12:58:51.818519,2446,1
2025-05-25T12:58:52.849415,2268,1
2025-05-25T12:58:53.879156,2268,1
2025-05-25T12:58:54.920202,2158,1
2025-05-25T12:58:55.951728,2158,1
2025-05-25T12:58:56.990331,2252,1
2025-05-25T12:58:58.045139,2252,1
2025-05-25T12:58:59.074614,2188,1
2025-05-25T12:59:00.122352,2188,1
2025-05-25T12:59:01.153635,2206,1
2025-05-25T12:59:02.193366,2283,1
2025-05-25T12:59:03.231373,2283,1
2025-05-25T12:59:04.293749,2250,1
2025-05-25T12:59:05.341845,2250,1
2025-05-25T12:59:06.372420,2217,1
2025-05-25T12:59:07.401854,2217,1
2025-05-25T12:59:08.442457,2311,1
2025-05-25T12:59:09.471696,2311,1
2025-05-25T12:59:10.515941,2422,1
2025-05-25T12:59:11.561140,2422,1
2025-05-25T12:59:12.590943,2327,1
2025-05-25T12:59:13.633864,2327,1
2025-05-25T12:59:14.663066,2301,1
2025-05-25T12:59:32.176886,2402,0
2025-05-25T12:59:33.216307,2402,0
2025-05-25T12:59:34.260190,2196,0
2025-05-25T12:59:35.291562,2196,0
2025-05-25T12:59:36.323498,2205,0
2025-05-25T12:59:37.371401,2205,0
2025-05-25T12:59:38.416492,2249,0
2025-05-25T12:59:39.454353,2249,0
2025-05-25T12:59:40.485652,2173,0
2025-05-25T12:59:41.516055,2173,0
2025-05-25T12:59:42.545459,2232,0
2025-05-25T12:59:43.574886,2232,0
2025-05-25T12:59:44.604003,2210,0
2025-05-25T12:59:45.638340,2210,0
2025-05-25T12:59:46.691824,2173,0
2025-05-25T12:59:47.739640,2173,0
2025-05-25T12:59:48.772723,2155,0
2025-05-25T12:59:49.804905,2155,0
2025-05-25T12:59:50.834401,2173,0
2025-05-25T12:59:51.879596,2173,0
2025-05-25T12:59:52.910776,2314,0
2025-05-25T12:59:53.953033,2314,0
2025-05-25T12:59:55.012099,2228,0
2025-05-25T12:59:56.042470,2228,0
2025-05-25T12:59:57.081914,2169,0
2025-05-25T12:59:58.111125,2169,0
2025-05-25T12:59:59.143047,2258,0
2025-05-25T13:00:00.182684,2242,0
2025-05-25T13:00:01.225924,2242,0
2025-05-25T13:00:02.256827,2186,0
2025-05-25T13:00:03.300365,2186,0
2025-05-25T13:00:04.331637,2367,0
2025-05-25T13:00:05.361178,2367,0
2025-05-25T13:00:06.395003,2241,0
2025-05-25T13:00:07.424621,2241,0
2025-05-25T13:00:08.454450,2409,0
2025-05-25T13:00:09.491318,2409,0
2025-05-25T13:00:10.527280,2382,0
2025-05-25T13:00:11.569822,2382,0
2025-05-25T13:00:12.617533,2236,0
2025-05-25T13:00:13.661302,2236,0
2025-05-25T13:00:14.696784,2189,0
2025-05-25T13:00:15.728082,2189,0
2025-05-25T13:00:16.772700,2234,0
2025-05-25T13:00:17.813101,2234,0
2025-05-25T13:00:18.844943,2245,0
2025-05-25T13:00:19.888510,2245,0
2025-05-25T13:00:20.916922,2258,0
2025-05-25T13:00:21.958808,2258,0
2025-05-25T13:00:22.991755,2349,0
2025-05-25T13:00:24.021350,2349,0
2025-05-25T13:00:25.052503,2288,0
2025-05-25T13:00:26.081820,2288,0
2025-05-25T13:00:27.112056,2229,0
2025-05-25T13:00:28.155914,2229,0
2025-05-25T13:00:29.188807,2192,0
2025-05-25T13:00:30.269327,2252,0
2025-05-25T13:00:31.312296,2252,0
2025-05-25T13:00:32.353160,2478,0
2025-05-25T13:00:33.385830,2478,0
2025-05-25T13:00:34.431174,2326,0
2025-05-25T13:00:35.460350,2326,0
2025-05-25T13:00:36.497865,2353,0
2025-05-25T13:00:37.531877,2353,0
2025-05-25T13:00:38.561204,2259,0
2025-05-25T13:00:39.590360,2259,0
2025-05-25T13:00:40.620642,2363,0
2025-05-25T13:00:41.652000,2363,0
2025-05-25T13:00:42.697434,2244,0
2025-05-25T13:00:43.743314,2244,0
2025-05-25T13:00:44.779179,2250,0
2025-05-25T13:00:45.830135,2250,0
2025-05-25T13:00:46.903407,2268,0
2025-05-25T13:00:47.949836,2268,0
2025-05-25T13:00:48.980420,2265,0
2025-05-25T13:00:50.018912,2265,0
2025-05-25T13:00:51.050380,2275,0
2025-05-25T13:00:52.080765,2275,0
2025-05-25T13:00:53.112200,2225,0
2025-05-25T13:00:54.178340,2225,0
2025-05-25T13:00:55.215452,2174,0
2025-05-25T13:00:56.250804,2178,0
