timestamp,power_mW,under_attack
2025-05-25T19:53:45.511340,2858,0
2025-05-25T19:53:46.565899,2826,0
2025-05-25T19:53:47.625163,2826,0
2025-05-25T19:53:48.673289,2869,0
2025-05-25T19:53:49.728981,2869,0
2025-05-25T19:53:50.760092,2840,0
2025-05-25T19:53:51.826953,2840,0
2025-05-25T19:53:52.861525,2783,0
2025-05-25T19:53:53.891627,2872,0
2025-05-25T19:53:54.926149,2872,0
2025-05-25T19:53:55.955045,2832,0
2025-05-25T19:53:57.004638,2832,0
2025-05-25T19:53:58.058076,2875,0
2025-05-25T19:53:59.090391,2875,0
2025-05-25T19:54:00.123792,2773,0
2025-05-25T19:54:01.153325,2773,0
2025-05-25T19:54:02.182735,2762,0
2025-05-25T19:54:03.226947,2762,0
2025-05-25T19:54:04.306332,2824,0
2025-05-25T19:54:05.335847,2824,0
2025-05-25T19:54:06.366788,2855,0
2025-05-25T19:54:07.397326,2855,0
2025-05-25T19:54:08.431866,2783,0
2025-05-25T19:54:09.466354,2783,0
2025-05-25T19:54:10.520763,2803,0
2025-05-25T19:54:11.584657,2799,0
2025-05-25T19:54:12.616483,2799,0
2025-05-25T19:54:13.646507,2799,0
2025-05-25T19:54:14.679789,2799,0
2025-05-25T19:54:15.710416,2749,0
2025-05-25T19:54:16.745299,2749,0
2025-05-25T19:54:17.789701,2783,0
2025-05-25T19:54:18.819896,2783,0
2025-05-25T19:54:19.860170,2823,0
2025-05-25T19:54:20.891346,2823,0
2025-05-25T19:54:21.920280,2774,0
2025-05-25T19:54:22.953461,2774,0
2025-05-25T19:54:23.982808,2747,0
2025-05-25T19:54:25.012203,2747,0
2025-05-25T19:54:26.060997,2780,0
2025-05-25T19:54:27.122497,2780,0
2025-05-25T19:54:28.158079,2792,0
2025-05-25T19:54:29.189108,2792,0
2025-05-25T19:54:30.220230,2724,0
2025-05-25T19:54:31.258331,2724,0
2025-05-25T19:54:32.287758,2814,0
2025-05-25T19:54:33.323409,2814,0
2025-05-25T19:54:34.375725,2814,0
2025-05-25T19:54:35.408902,2814,0
2025-05-25T19:54:36.453009,2820,0
2025-05-25T19:54:37.484540,2820,0
2025-05-25T19:54:38.515631,2786,0
2025-05-25T19:54:39.545900,2721,0
2025-05-25T19:54:40.580368,2721,0
2025-05-25T19:54:41.610336,2801,0
2025-05-25T19:54:42.641589,2806,0
2025-05-25T19:54:43.670620,2806,0
2025-05-25T19:54:44.702029,2742,0
2025-05-25T19:54:45.750753,2742,0
2025-05-25T19:54:46.795713,2837,0
2025-05-25T19:54:47.828055,2837,0
2025-05-25T19:54:48.857877,2819,0
2025-05-25T19:54:49.889187,2819,0
2025-05-25T19:54:50.920011,2777,0
2025-05-25T19:54:51.949271,2777,0
2025-05-25T19:54:52.979629,2837,0
2025-05-25T19:54:54.017971,2837,0
2025-05-25T19:54:55.063777,2842,0
2025-05-25T19:54:56.092637,2842,0
2025-05-25T19:54:57.137880,2766,0
2025-05-25T19:54:58.170107,2829,0
2025-05-25T19:54:59.199506,2829,0
2025-05-25T19:55:00.230022,2796,0
2025-05-25T19:55:01.261296,2796,0
2025-05-25T19:55:02.291337,2787,0
2025-05-25T19:55:03.322135,2787,0
2025-05-25T19:55:04.351477,2840,0
2025-05-25T19:55:05.405749,2840,0
2025-05-25T19:55:06.434757,2784,0
2025-05-25T19:55:07.480422,2784,0
2025-05-25T19:55:08.517589,2795,0
2025-05-25T19:55:09.553755,2803,0
2025-05-25T19:55:10.598090,2803,0
2025-05-25T19:55:11.627494,2822,0
2025-05-25T19:55:12.675220,2822,0
2025-05-25T19:55:13.739417,2747,0
2025-05-25T19:55:14.771266,2747,0
2025-05-25T19:55:15.803400,2758,0
2025-05-25T19:55:16.833381,2758,0
2025-05-25T19:55:17.863288,2795,0
2025-05-25T19:55:18.902014,2795,0
2025-05-25T19:55:19.952559,2822,0
2025-05-25T19:55:20.996354,2822,0
2025-05-25T19:55:22.025203,2831,0
2025-05-25T19:55:23.058587,2831,0
2025-05-25T19:55:24.089423,2752,0
2025-05-25T19:55:25.118531,2752,0
2025-05-25T19:55:26.249789,2773,0
2025-05-25T19:55:27.280699,2773,0
2025-05-25T19:55:28.312731,2839,0
2025-05-25T19:55:29.342869,2839,0
2025-05-25T19:55:30.430836,2799,0
2025-05-25T19:55:31.463012,2799,0
2025-05-25T19:55:32.492773,2749,0
2025-05-25T19:55:33.534619,2749,0
2025-05-25T19:55:34.568144,2809,0
2025-05-25T19:55:35.618593,2792,0
2025-05-25T19:55:36.665058,2792,0
2025-05-25T19:55:37.693944,2693,0
2025-05-25T19:55:38.727489,2693,0
2025-05-25T19:55:39.757333,2743,0
2025-05-25T19:55:40.785974,2743,0
2025-05-25T19:55:41.823565,2824,0
2025-05-25T19:55:42.853512,2824,0
2025-05-25T19:55:43.881888,2827,0
2025-05-25T19:55:44.911519,2827,0
2025-05-25T19:55:45.952888,2858,0
2025-05-25T19:55:46.982191,2858,0
